Date,Close
11/13/2014,41.09
11/14/2014,41.34
11/15/2014,42.85
11/16/2014,42.82
11/17/2014,42.82
11/18/2014,42.76
11/19/2014,42.5
11/20/2014,41.87
11/21/2014,42.25
11/22/2014,41.79
11/23/2014,42.57
11/24/2014,43.03
11/25/2014,42.85
11/26/2014,43.26
11/27/2014,43.49
11/28/2014,42.29
11/29/2014,41.89
11/30/2014,40.95
12/1/2014,40.56
12/2/2014,42.6
12/3/2014,41.83
12/4/2014,40.53
12/5/2014,40.88
12/6/2014,42.1
12/7/2014,43.23
12/8/2014,43.02
12/9/2014,42.25
12/10/2014,41.27
12/11/2014,42.12
12/12/2014,41.89
12/13/2014,42.14
12/14/2014,40.91
12/15/2014,37.19
12/16/2014,37.23
12/17/2014,36.86
12/18/2014,36
12/19/2014,36.99
12/20/2014,36.81
12/21/2014,37.05
12/22/2014,37.85
12/23/2014,37.82
12/24/2014,37.72
12/25/2014,37.32
12/26/2014,37.17
12/27/2014,36.11
12/28/2014,34.59
12/29/2014,34.45
12/30/2014,34.7
12/31/2014,35
1/1/2015,34.19
1/2/2015,33.91
1/3/2015,33.84
1/4/2015,33.86
1/5/2015,34.22
1/6/2015,34.79
1/7/2015,34.58
1/8/2015,34.35
1/9/2015,34.49
1/10/2015,34.32
1/11/2015,33.18
1/12/2015,33.09
1/13/2015,32.62
1/14/2015,32.51
1/15/2015,33.03
1/16/2015,33.41
1/17/2015,32.36
1/18/2015,32.52
1/19/2015,33.83
1/20/2015,33.93
1/21/2015,33.86
1/22/2015,33.92
1/23/2015,34.57
1/24/2015,34.76
1/25/2015,34.31
1/26/2015,34.71
1/27/2015,35.12
1/28/2015,36.48
1/29/2015,35
1/30/2015,35.09
1/31/2015,36.06
2/1/2015,35.52
2/2/2015,36.31
2/3/2015,36.2
2/4/2015,37.53
2/5/2015,37.93
2/6/2015,37.89
2/7/2015,37.81
2/8/2015,37.58
2/9/2015,37.79
2/10/2015,38.36
2/11/2015,38.68
2/12/2015,38.97
2/13/2015,39.36
2/14/2015,40.45
2/15/2015,40.19
2/16/2015,40.45
2/17/2015,39.06
2/18/2015,37.91
2/19/2015,37.21
2/20/2015,36.52
2/21/2015,37.39
2/22/2015,37.31
2/23/2015,37.1
2/24/2015,36.7
2/25/2015,36.36
2/26/2015,37.72
2/27/2015,37.43
2/28/2015,37.23
3/1/2015,38.11
3/2/2015,38.3
3/3/2015,38.36
3/4/2015,38.54
3/5/2015,38.87
3/6/2015,38.9
3/7/2015,39.14
3/8/2015,39.49
3/9/2015,39.47
3/10/2015,39.38
3/11/2015,38.24
3/12/2015,38.58
3/13/2015,38.17
3/14/2015,38.09
3/15/2015,37.45
3/16/2015,37.68
3/17/2015,38.04
3/18/2015,38.41
3/19/2015,38.38
3/20/2015,39.3
3/21/2015,38
3/22/2015,38.71
3/23/2015,38.76
3/24/2015,39.94
3/25/2015,41.22
3/26/2015,40.82
3/27/2015,40.84
3/28/2015,41.24
3/29/2015,40.56
3/30/2015,41.41
3/31/2015,41.38
4/1/2015,41.04
4/2/2015,44.08
4/3/2015,45.23
4/4/2015,45.77
4/5/2015,45.47
4/6/2015,45.41
4/7/2015,45.82
4/8/2015,46.29
4/9/2015,46.74
4/10/2015,46.96
4/11/2015,46.64
4/12/2015,46.67
4/13/2015,46.85
4/14/2015,46.37
4/15/2015,46.46
4/16/2015,46.72
4/17/2015,46.69
4/18/2015,45.89
4/19/2015,45.74
4/20/2015,45.93
4/21/2015,46.31
4/22/2015,46.87
4/23/2015,47.32
4/24/2015,47.47
4/25/2015,46.23
4/26/2015,45.88
4/27/2015,45.82
4/28/2015,45.88
4/29/2015,47.04
4/30/2015,47.51
5/1/2015,47.29
5/2/2015,49.41
5/3/2015,49.58
5/4/2015,45.04
5/5/2015,44.5
5/6/2015,45.25
5/7/2015,43.42
5/8/2015,43.77
5/9/2015,44.22
5/10/2015,44.8
5/11/2015,43.51
5/12/2015,42.74
5/13/2015,43.37
5/14/2015,43.54
5/15/2015,43.44
5/16/2015,43.9
5/17/2015,43.82
5/18/2015,44.34
5/19/2015,43.35
5/20/2015,43.06
5/21/2015,41.96
5/22/2015,42.46
5/23/2015,42.85
5/24/2015,41.95
5/25/2015,42.21
5/26/2015,42.04
5/27/2015,42.68
5/28/2015,40.4
5/29/2015,40.47
5/30/2015,39.77
5/31/2015,39.6
6/1/2015,39.3
6/2/2015,39.5
6/3/2015,39
6/4/2015,38.2
6/5/2015,38.37
6/6/2015,37.29
6/7/2015,36.19
6/8/2015,37.62
6/9/2015,38.31
6/10/2015,36.47
6/11/2015,36.84
6/12/2015,37.55
6/13/2015,35.69
6/14/2015,34.72
6/15/2015,35.25
6/16/2015,35.54
6/17/2015,35.34
6/18/2015,36.24
6/19/2015,37.08
6/20/2015,38.51
6/21/2015,39
6/22/2015,39.31
6/23/2015,40.82
6/24/2015,41.08
6/25/2015,41.36
6/26/2015,42.59
6/27/2015,42.17
6/28/2015,41.95
6/29/2015,42.5
6/30/2015,41.94
7/1/2015,42.03
7/2/2015,41.5
7/3/2015,41.48
7/4/2015,41.59
7/5/2015,42.32
7/6/2015,42.26
7/7/2015,43.33
7/8/2015,43.82
7/9/2015,43.62
7/10/2015,44.15
7/11/2015,43.6
7/12/2015,44.5
7/13/2015,44.99
7/14/2015,44.61
7/15/2015,44.43
7/16/2015,44.06
7/17/2015,43.81
7/18/2015,44.64
7/19/2015,44.98
7/20/2015,44.8
7/21/2015,44.56
7/22/2015,44.11
7/23/2015,43.63
7/24/2015,43.67
7/25/2015,43.65
7/26/2015,44.5
7/27/2015,44.37
7/28/2015,44.65
7/29/2015,45.84
7/30/2015,46.71
7/31/2015,47.04
8/1/2015,47.1
8/2/2015,47.13
8/3/2015,47.05
8/4/2015,47.73
8/5/2015,47.25
8/6/2015,46.85
8/7/2015,46.18
8/8/2015,45.57
8/9/2015,44.06
8/10/2015,44.61
8/11/2015,44.01
8/12/2015,43.14
8/13/2015,41.66
8/14/2015,41.53
8/15/2015,41.73
8/16/2015,42.19
8/17/2015,42.85
8/18/2015,42.11
8/19/2015,41.22
8/20/2015,41.56
8/21/2015,42.23
8/22/2015,42.2
8/23/2015,42.9
8/24/2015,42.17
8/25/2015,42.19
8/26/2015,42.21
8/27/2015,42.8
8/28/2015,42.53
8/29/2015,41.79
8/30/2015,42.33
8/31/2015,42.48
9/1/2015,42.54
9/2/2015,42.17
9/3/2015,41.69
9/4/2015,41.77
9/5/2015,43.07
9/6/2015,43.5
9/7/2015,44.19
9/8/2015,43.63
9/9/2015,42.16
9/10/2015,39.88
9/11/2015,39.94
9/12/2015,39.78
9/13/2015,39.74
9/14/2015,40.02
9/15/2015,40.52
9/16/2015,40.26
9/17/2015,39.59
9/18/2015,38.31
9/19/2015,36.76
9/20/2015,37.43
9/21/2015,38.89
9/22/2015,39.21
9/23/2015,39.6
9/24/2015,39.21
9/25/2015,39.13
9/26/2015,39.85
9/27/2015,40.54
9/28/2015,41.04
9/29/2015,42.84
9/30/2015,42.4
10/1/2015,43.17
10/2/2015,43.16
10/3/2015,43.18
10/4/2015,42.72
10/5/2015,42.03
10/6/2015,37.32
10/7/2015,37.83
10/8/2015,37.36
10/9/2015,38.28
10/10/2015,37.48
10/11/2015,37.47
10/12/2015,37.01
10/13/2015,37.04
10/14/2015,35.54
10/15/2015,35.88
10/16/2015,36.42
10/17/2015,37.85
10/18/2015,37.45
10/19/2015,37.46
10/20/2015,36.99
10/21/2015,37.24
10/22/2015,36.52
10/23/2015,36.88
10/24/2015,36.52
10/25/2015,36.85
10/26/2015,36.84
10/27/2015,36.35
10/28/2015,36.28
10/29/2015,36.69
10/30/2015,36.66
10/31/2015,36.69
11/1/2015,36.27
11/2/2015,36.45
11/3/2015,37.18
11/4/2015,36.88
11/5/2015,36.59
11/6/2015,36.89
11/7/2015,36.95
11/8/2015,38.68
11/9/2015,38.76
11/10/2015,37.34
11/11/2015,37.82
11/12/2015,37.14
11/13/2015,36.84
11/14/2015,36.99
11/15/2015,36.59
11/16/2015,36.7
11/17/2015,36.82
11/18/2015,36.91
11/19/2015,37.33
11/20/2015,37.24
11/21/2015,36.87
11/22/2015,38.54
11/23/2015,38.07
11/24/2015,38.15
11/25/2015,38.89
11/26/2015,39.74
11/27/2015,39.16
11/28/2015,39.1
11/29/2015,39.17
11/30/2015,38.47
12/1/2015,39.77
12/2/2015,39.79
12/3/2015,40.01
12/4/2015,41.38
12/5/2015,41.32
12/6/2015,41.24
12/7/2015,41.68
12/8/2015,42.25
12/9/2015,42.29
12/10/2015,42.43
12/11/2015,42.33
12/12/2015,41.95
12/13/2015,38.4
12/14/2015,39.24
12/15/2015,39.18
12/16/2015,40.05
12/17/2015,39.68
12/18/2015,39.61
12/19/2015,39.7
12/20/2015,40.38
12/21/2015,41.57
12/22/2015,41.93
12/23/2015,42.37
12/24/2015,43.64
12/25/2015,43.84
12/26/2015,45.35
12/27/2015,46.25
12/28/2015,45.85
12/29/2015,46.69
12/30/2015,47.06
12/31/2015,47.36
1/1/2016,47.1
1/2/2016,47.37
1/3/2016,47.45
1/4/2016,47.52
1/5/2016,47.24
1/6/2016,46.61
1/7/2016,47.07
1/8/2016,47.91
1/9/2016,47.07
1/10/2016,47.68
1/11/2016,49.85
1/12/2016,49.6
1/13/2016,49.79
1/14/2016,49.37
1/15/2016,49.55
1/16/2016,49.28
1/17/2016,50.59
1/18/2016,49.93
1/19/2016,50.35
1/20/2016,50.89
1/21/2016,50.65
1/22/2016,50.25
1/23/2016,50.45
1/24/2016,50.49
1/25/2016,50.17
1/26/2016,50.2
1/27/2016,49.84
1/28/2016,49.98
1/29/2016,51.3
1/30/2016,50.47
1/31/2016,49.93
2/1/2016,50.3
2/2/2016,51.34
2/3/2016,51.68
2/4/2016,51.01
2/5/2016,51.15
2/6/2016,50.24
2/7/2016,50.38
2/8/2016,50.07
2/9/2016,51.09
2/10/2016,49.94
2/11/2016,49.65
2/12/2016,49.46
2/13/2016,53.92
2/14/2016,52.7
2/15/2016,52.35
2/16/2016,52.31
2/17/2016,52.73
2/18/2016,52.86
2/19/2016,52.88
2/20/2016,53.07
2/21/2016,53.04
2/22/2016,52.92
2/23/2016,54.52
2/24/2016,54.71
2/25/2016,55.73
2/26/2016,55.31
2/27/2016,57.29
2/28/2016,56.34
2/29/2016,57.32
3/1/2016,57.86
3/2/2016,57.91
3/3/2016,57.26
3/4/2016,58.54
3/5/2016,58.43
3/6/2016,57.8
3/7/2016,58.88
3/8/2016,57.57
3/9/2016,58.86
3/10/2016,57.56
3/11/2016,56.83
3/12/2016,56.68
3/13/2016,56.36
3/14/2016,55.88
3/15/2016,54.49
3/16/2016,52.88
3/17/2016,54.29
3/18/2016,54.15
3/19/2016,53.18
3/20/2016,53.45
3/21/2016,51.88
3/22/2016,52.46
3/23/2016,52.37
3/24/2016,52.61
3/25/2016,52.88
3/26/2016,54.19
3/27/2016,53.48
3/28/2016,53.83
3/29/2016,53.76
3/30/2016,54
3/31/2016,53.07
4/1/2016,53.35
4/2/2016,53.38
4/3/2016,54.54
4/4/2016,54.22
4/5/2016,55.06
4/6/2016,55.51
4/7/2016,54.31
4/8/2016,54.72
4/9/2016,54.42
4/10/2016,54.65
4/11/2016,55.95
4/12/2016,55.63
4/13/2016,56.49
4/14/2016,57.09
4/15/2016,56.94
4/16/2016,55.75
4/17/2016,56.22
4/18/2016,56.28
4/19/2016,58.33
4/20/2016,58.16
4/21/2016,58.34
4/22/2016,58.4
4/23/2016,57.48
4/24/2016,58.28
4/25/2016,58.37
4/26/2016,58.09
4/27/2016,57.22
4/28/2016,58.03
4/29/2016,58.27
4/30/2016,57.04
5/1/2016,57.29
5/2/2016,58.04
5/3/2016,58.92
5/4/2016,59.64
5/5/2016,59.58
5/6/2016,60.92
5/7/2016,60.67
5/8/2016,59.48
5/9/2016,60.09
5/10/2016,60.3
5/11/2016,60.36
5/12/2016,60.99
5/13/2016,60.1
5/14/2016,59.96
5/15/2016,59.16
5/16/2016,59.46
5/17/2016,58.99
5/18/2016,59.21
5/19/2016,59.53
5/20/2016,60.11
5/21/2016,60.29
5/22/2016,60.92
5/23/2016,60.33
5/24/2016,61.03
5/25/2016,61.52
5/26/2016,61.92
5/27/2016,61.75
5/28/2016,61.51
5/29/2016,62.01
5/30/2016,61.81
5/31/2016,62.14
6/1/2016,62.07
6/2/2016,63.16
6/3/2016,63.36
6/4/2016,64.24
6/5/2016,63.13
6/6/2016,61.81
6/7/2016,62.08
6/8/2016,62.02
6/9/2016,61.93
6/10/2016,62.14
6/11/2016,61.57
6/12/2016,61.41
6/13/2016,60.4
6/14/2016,60.28
6/15/2016,59.81
6/16/2016,58.82
6/17/2016,59.52
6/18/2016,56.57
6/19/2016,56.56
6/20/2016,55.51
6/21/2016,55.72
6/22/2016,55.7
6/23/2016,56.11
6/24/2016,56.58
6/25/2016,55.37
6/26/2016,54.81
6/27/2016,54.69
6/28/2016,54.01
6/29/2016,54.14
6/30/2016,54.72
7/1/2016,55.2
7/2/2016,55.31
7/3/2016,53.15
7/4/2016,53.17
7/5/2016,53.54
7/6/2016,53.43
7/7/2016,51.72
7/8/2016,50.71
7/9/2016,52.68
7/10/2016,51.75
7/11/2016,51.46
7/12/2016,51.52
7/13/2016,52.14
7/14/2016,52.19
7/15/2016,51.14
7/16/2016,51.67
7/17/2016,52.21
7/18/2016,52.87
7/19/2016,53.6
7/20/2016,53.95
7/21/2016,54.66
7/22/2016,54.35
7/23/2016,54.72
7/24/2016,54.09
7/25/2016,53.54
7/26/2016,54.25
7/27/2016,54.63
7/28/2016,54.93
7/29/2016,55.12
7/30/2016,55.72
7/31/2016,55.88
8/1/2016,56.17
8/2/2016,55.98
8/3/2016,55.99
8/4/2016,58.51
8/5/2016,58.38
8/6/2016,58.29
8/7/2016,58.44
8/8/2016,57.66
8/9/2016,58.01
8/10/2016,58.55
8/11/2016,58.81
8/12/2016,59.12
8/13/2016,58.88
8/14/2016,58.73
8/15/2016,58.83
8/16/2016,58.63
8/17/2016,59.37
8/18/2016,58.76
8/19/2016,58.8
8/20/2016,57.16
8/21/2016,55.11
8/22/2016,54.11
8/23/2016,54.73
8/24/2016,53.86
8/25/2016,53.99
8/26/2016,53.99
8/27/2016,54.14
8/28/2016,54.52
8/29/2016,53.87
8/30/2016,54.01
8/31/2016,53.46
9/1/2016,53.49
9/2/2016,53.25
9/3/2016,53.75
9/4/2016,54.63
9/5/2016,55.27
9/6/2016,54.71
9/7/2016,54.65
9/8/2016,55.43
9/9/2016,55.09
9/10/2016,55.14
9/11/2016,54.6
9/12/2016,56.17
9/13/2016,58.88
9/14/2016,60.67
9/15/2016,59.92
9/16/2016,62.03
9/17/2016,61.72
9/18/2016,61.12
9/19/2016,63.02
9/20/2016,63.33
9/21/2016,63.32
9/22/2016,63.43
9/23/2016,63.14
9/24/2016,63.85
9/25/2016,64.7
9/26/2016,65.7
9/27/2016,65.92
9/28/2016,66.09
9/29/2016,66.03
9/30/2016,65.97
10/1/2016,65.98
10/2/2016,65.96
10/3/2016,65.87
10/4/2016,65.45
10/5/2016,66.29
10/6/2016,64.91
10/7/2016,64.7
10/8/2016,64.32
10/9/2016,64
10/10/2016,62.38
10/11/2016,62.96
10/12/2016,64.84
10/13/2016,65.36
10/14/2016,65.47
10/15/2016,66.07
10/16/2016,65.06
10/17/2016,65.05
10/18/2016,64.89
10/19/2016,65.26
10/20/2016,62.21
10/21/2016,60.19
10/22/2016,60.82
10/23/2016,60.36
10/24/2016,59.83
10/25/2016,60.8
10/26/2016,60.31
10/27/2016,58.71
10/28/2016,56.99
10/29/2016,58.14
10/30/2016,57.89
10/31/2016,55.63
11/1/2016,55.5
11/2/2016,56.81
11/3/2016,57.16
11/4/2016,57.73
11/5/2016,58.18
11/6/2016,58.27
11/7/2016,57.73
11/8/2016,58.03
11/9/2016,57.32
11/10/2016,57.99
11/11/2016,59.5
11/12/2016,58.48
11/13/2016,57.84
11/14/2016,58.01
11/15/2016,57.81
11/16/2016,58.38
11/17/2016,58.25
11/18/2016,57.57
11/19/2016,58.37
11/20/2016,59.7
11/21/2016,59.76
11/22/2016,60.33
11/23/2016,59.62
11/24/2016,59.94
11/25/2016,60.9
11/26/2016,60.6
11/27/2016,60.69
11/28/2016,57.78
11/29/2016,57
11/30/2016,56.72
12/1/2016,57.59
12/2/2016,56.69
12/3/2016,56.25
12/4/2016,57.28
12/5/2016,54.34
12/6/2016,55.97
12/7/2016,56.36
12/8/2016,56.86
12/9/2016,55.29
12/10/2016,54.85
12/11/2016,54.13
12/12/2016,53.5
12/13/2016,54.94
12/14/2016,55.07
12/15/2016,54.89
12/16/2016,54.27
12/17/2016,55.82
12/18/2016,54.8
12/19/2016,54.77
12/20/2016,54.98
12/21/2016,53.88
12/22/2016,53.83
12/23/2016,53.3
12/24/2016,53.53
12/25/2016,52.83
12/26/2016,52.94
12/27/2016,52.21
12/28/2016,52.24
12/29/2016,52.78
12/30/2016,52
12/31/2016,52.33
1/1/2017,51.56
1/2/2017,51.94
1/3/2017,52.46
1/4/2017,52.2
1/5/2017,51.7
1/6/2017,53.01
1/7/2017,52.47
1/8/2017,52.47
1/9/2017,52.22
1/10/2017,50.85
1/11/2017,50.32
1/12/2017,51.21
1/13/2017,52.86
1/14/2017,51.49
1/15/2017,51.33
1/16/2017,51.08
1/17/2017,50.96
1/18/2017,51.65
1/19/2017,50.9
1/20/2017,50.75
1/21/2017,50.64
1/22/2017,50.48
1/23/2017,50.98
1/24/2017,50.97
1/25/2017,51.35
1/26/2017,51.94
1/27/2017,52.18
1/28/2017,52.37
1/29/2017,51.71
1/30/2017,52
1/31/2017,53.15
2/1/2017,51.91
2/2/2017,51.28
2/3/2017,51.17
2/4/2017,50.37
2/5/2017,50.7
2/6/2017,50.88
2/7/2017,51.54
2/8/2017,51.52
2/9/2017,51.86
2/10/2017,52.74
2/11/2017,53.26
2/12/2017,53
2/13/2017,52.53
2/14/2017,52.77
2/15/2017,53.09
2/16/2017,53.08
2/17/2017,53.22
2/18/2017,53.9
2/19/2017,53.78
2/20/2017,53.43
2/21/2017,53.56
2/22/2017,51.91
2/23/2017,52.29
2/24/2017,56.7
2/25/2017,58.38
2/26/2017,57.9
2/27/2017,58.16
2/28/2017,56.52
3/1/2017,56.69
3/2/2017,57.41
3/3/2017,57.79
3/4/2017,58.09
3/5/2017,58.82
3/6/2017,58.99
3/7/2017,58.99
3/8/2017,58.84
3/9/2017,59.09
3/10/2017,60.33
3/11/2017,59.52
3/12/2017,59.68
3/13/2017,61.63
3/14/2017,61
3/15/2017,60.61
3/16/2017,61.01
3/17/2017,60.99
3/18/2017,60.91
3/19/2017,61.33
3/20/2017,61.22
3/21/2017,60.82
3/22/2017,61.3
3/23/2017,61.99
3/24/2017,61.4
3/25/2017,61.03
3/26/2017,61.9
3/27/2017,62.51
3/28/2017,62.98
3/29/2017,61.37
3/30/2017,62.36
3/31/2017,62.43
4/1/2017,63.1
4/2/2017,63.05
4/3/2017,63.11
4/4/2017,62.5
4/5/2017,63.77
4/6/2017,62.06
4/7/2017,61.65
4/8/2017,62.09
4/9/2017,62.71
4/10/2017,62.45
4/11/2017,61.7
4/12/2017,61.18
4/13/2017,61.68
4/14/2017,61.58
4/15/2017,61.05
4/16/2017,60.62
4/17/2017,59.49
4/18/2017,57.33
4/19/2017,57.03
4/20/2017,57.38
4/21/2017,57.68
4/22/2017,58.94
4/23/2017,59.2
4/24/2017,57.96
4/25/2017,58.13
4/26/2017,57.87
4/27/2017,57.48
4/28/2017,54.59
4/29/2017,49.91
4/30/2017,49.58
5/1/2017,47.91
5/2/2017,49.15
5/3/2017,49.1
5/4/2017,50.95
5/5/2017,51.82
5/6/2017,51.42
5/7/2017,51.86
5/8/2017,52.88
5/9/2017,52.72
5/10/2017,52.49
5/11/2017,51.89
5/12/2017,52.73
5/13/2017,52.48
5/14/2017,53.23
5/15/2017,52.58
5/16/2017,52.39
5/17/2017,51.57
5/18/2017,52.25
5/19/2017,52.68
5/20/2017,52.76
5/21/2017,52.79
5/22/2017,53.08
5/23/2017,53.23
5/24/2017,54.61
5/25/2017,54.37
5/26/2017,52.8
5/27/2017,53.6
5/28/2017,51.36
5/29/2017,51.14
5/30/2017,51.08
5/31/2017,50.9
6/1/2017,50.34
6/2/2017,50.09
6/3/2017,49.39
6/4/2017,49.6
6/5/2017,48.78
6/6/2017,47.07
6/7/2017,45.95
6/8/2017,44.4
6/9/2017,46.72
6/10/2017,46.8
6/11/2017,46.76
6/12/2017,46.48
6/13/2017,47.14
6/14/2017,45.61
6/15/2017,47.86
6/16/2017,47.87
6/17/2017,47.54
6/18/2017,49.08
6/19/2017,48.99
6/20/2017,48.52
6/21/2017,48.76
6/22/2017,49.61
6/23/2017,49.78
6/24/2017,50.59
6/25/2017,51.57
6/26/2017,50.54
6/27/2017,51.02
6/28/2017,54.21
